,index,Name1,Name2,Street1,Street2,City,State,Zip,Phone,Intake1,Intake2,Intake1a,Intake2a,Service_code_info,lat,long
3042,3138,Cumberland River Behavioral Health,,285 Cemetery Road,,Williamsburg,KY,40769,606-549-1440,,,,,SA MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CMHG MC MD OSF PI SF SI SMHA * TAY CJ CO PEFP SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM IMR PRS SEMP CM SPS,36.728966532131146,-84.15804988131147
3043,3139,NorthKey Community Care,Grant County Office,308 Barnes Road,,Williamstown,KY,41097,859-578-3200,859-331-3292,877-331-3292,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF * PVTN * CLF CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA * SS * STU * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT COOT FPSY SEMP SH CM SPS,38.629283524444446,-84.57014907666667
3044,3140,Isaiah House,,2084 Main Street,,Willisburg,KY,40078,859-375-9200,,859-375-9201,,,SA MH * RES * RTCA * NRT * IDD * PEON PEOFF * PVTN * CSBG MD PI SF SI * SS * SE GL VET ADM MF CJ CO HV TRMA PTSD * STU * LABT * HS PEER * TCC * SMPD * YAD ADLT SNR * VAPN * COOT ICM LAD SEMP VRS CM SPS,37.83175595,-85.13408680227272
3045,3141,New Vista,Clark County Outpatient Clinic,325 Professional Avenue,,Winchester,KY,40391,859-744-2562,800-928-8000,,,,SA MH SUMH * OP * CBHC * ANTPYCH * CBT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CMHG CSBG MC MD MI PI SCJJ SF SI SMHA * TAY SE CO PEFP SED SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY IMR CM IPC SPS,37.97897344488712,-84.17745467941566
3046,3142,Beacon Behavioral Outpatient,,80 Versailles Boulevard,,Alexandria,LA,71303,318-441-0800,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI OLANZ QUETI ANTPYCH * AT CBT DBT GT IDD IPT * PVTP * MC MD SF * SE CJ CO TRMA ALZ PED PEFP PTSD SMI * SMPD * YAD ADLT SNR * VPPD * COOT DEC,31.298476443020594,-92.50047498924485
3047,3143,Caring Choices,Central LA Human Service District,5411 Coliseum Boulevard,,Alexandria,LA,71303,318-484-5191,318-484-6296,,,,SA MH SUMH * OP * MSMH * NRT NSC * CBT CFT DBT GT IDD IPT TELE * CIT PEON * STG * CLF CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS * SS * TAY SE GL CJ CO HV TRMA PTSD SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT COOT FPSY ICM PRS CM SPS,31.298476443020594,-92.50047498924485
3048,3144,Christus Saint Frances Cabrini Hosp,,3330 Masonic Drive,,Alexandria,LA,71301,318-466-6010,318-448-4186,,,,MH * HI * PSY * CHLOR HALOP THIOR ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT AIM * PEON * PVTN * FG MC MD PI SF SI * TAY * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT * AH * VAPN * DEC FPSY CM IPC SPS ES,31.28887039166667,-92.46291433031915
3049,3145,Louisiana Behavioral Health Services,Phoenix Family Life Centers,710 Versailles Boulevard,Suite 205,Alexandria,LA,71303,318-449-4474,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * AOT COOT FPSY ICM CM IPC SPS,31.298476443020594,-92.50047498924485
3050,3146,Metropolitan Human Services District,Saint Bernard Behavioral Health Ctr,6624 Saint Claude Avenue,,Arabi,LA,70032,504-568-3130,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT GT IDD IPT TELE AIM * CIT PEOFF WI * STG * CMHG CSBG MC MD OSF SI SMHA * PA * CO TRMA SED SMI * STU * HIVT TBS HCT * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT LAD SEMP SH VRS CM IPC,29.95916317894737,-89.99855668120301
3051,3147,Bastrop Behavioral Health Clinic,,451 East Madison Avenue,,Bastrop,LA,71220,318-283-0868,,,,,MH SUMH * OP * OMH * FLUPH HALOP PIMOZ ASENA BREXP LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT DBT IPT TELE * PEON * STG * MC MD MI PI SF SMHA * STU * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT IPC,32.805584770669746,-91.89666907066974
3052,3148,Cypress Grove Behavioral Health,,4673 Eugene Ware Boulevard,,Bastrop,LA,71220,318-281-2448,,,,,MH * HI OP * PSY * HALOP RISPE ANTPYCH * AT CBT CFT GT IDD IPT TELE * CIT * PVTP * FQHC * CLF ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * GL TRMA PTSD SED * STU * SMON * CHLD * VAPN * FPSY CM SPS ES,32.805584770669746,-91.89666907066974
3053,3149,Louisiana Behavioral Health Services,Cognitive Development Centers,617 East Madison Avenue,,Bastrop,LA,71220,318-239-3890,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT FPSY ICM CM IPC SPS,32.805584770669746,-91.89666907066974
3054,3150,Baton Rouge Behavioral Hospital,,4040 North Boulevard,,Baton Rouge,LA,70806,225-300-8470,225-300-8470 x1408,225-396-4791 x1410,,,SA MH SUMH * HI OP * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT * WI * PVTP * MC MD MI PI SF VAF * CO SMI * STU * LABT * TCC * SMPD * YAD ADLT SNR * VAPN * CDM FPSY CM SPS,30.444702962909567,-91.13907947876802
3055,3151,Capital Area Human Services,Add Recov Servs Baton Rouge Behav Hlth,2751 Wooddale Boulevard,Suite A,Baton Rouge,LA,70805,225-925-1906,800-768-8824,,,,SA MH SUMH * OP * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SF * SS * CO * STU * HIVT TBS MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * AOT CDM COOT DEC FPSY IMR PRS CM IPC SPS,30.488428944615382,-91.14980865846154
3056,3152,Capital Area Human Services,North Baton Rouge Behavioral Health,7855 Howell Boulevard,Suite 200,Baton Rouge,LA,70807,225-359-9315,,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SF * SS * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * AOT CDM COOT DEC FPSY IMR PRS CM SPS,30.531119427803738,-91.17455977079439
3057,3153,Eleanor Health Baton Rouge,,3975 ONeal Lane,Suite B,Baton Rouge,LA,70816,225-416-5056,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTP * MC MD PI SF * SS * GL * STU * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY CM,30.422799193530075,-91.04411734597049
3058,3154,Family Service of Greater Baton Rouge,,4727 Revere Avenue,,Baton Rouge,LA,70808,225-924-0123,,,,,SA MH SUMH * OP * OMH * AT CBT CRT CFT DBT GT IDD IPT TELE * CIT * PVTN * FQHC * CLF CMHG CSBG MC MD MI PI PCF SF SI * PA SS * HV DV * STU * HIVT * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT FPSY ICM CM SPS,30.410262259824048,-91.14695823870967
3059,3155,Jefferson Oaks Behavioral Health Inc,,8318 Jefferson Highway,Suite A,Baton Rouge,LA,70809,225-927-5624,,,,,SA MH SUMH * OP PHDT * PH * CHLOR RISPE ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * PVTP * MHC * PI SF * CO SED * STU * SMPD * CHLD YAD ADLT SNR * VPPD * FPSY SPS,30.399267578184993,-91.06934574973822
3060,3156,Oceans Behavioral Hospital,Baton Rouge,7855 Howell Boulevard,Suite 100,Baton Rouge,LA,70807,225-465-8104 x3348,225-465-8104 x0,225-960-4320,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IDD IPT AIM * CIT WI * PVTP * FQHC * FG MC MD PI SF SI SMHA SWFS VAF * SE CO ALZ SMI * STU * MST LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * DEC CM IPC SPS ES,30.531119427803738,-91.17455977079439
3061,3157,Our Lady of the Lake,Regional Med Center/Tau Center,8080 Margaret Ann Avenue,,Baton Rouge,LA,70809,225-765-6005,225-765-1050,,,,MH * HI * IPSY * NRT NSC ANTPYCH * AT GT IDD IPT * PVTN * MC MD MI OSF PI SF SWFS VAF * TAY CO SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM FPSY IPC SPS,30.399267578184993,-91.06934574973822
3062,3158,Our Lady of the Lake,Regional Medical Center,5000 Hennessy Boulevard,,Baton Rouge,LA,70808,225-765-6005,225-765-8900,,,,MH * HI * IPSY * NRT NSC ANTPYCH * AT GT IDD IPT TELE * CIT PEON WI * PVTN * MC MD MI OSF PI SF VAF * SE CO SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * IPC SPS,30.410262259824048,-91.14695823870967
3063,3159,Southeast Louisiana VA HCS,Baton Rouge VA Clinic,7968 Essen Park Avenue,,Baton Rouge,LA,70809,225-761-3400,225-671-3400,,,,SA MH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOR TRIFL NRT ANTPYCH * CBT GT IDD IPT TELE * CIT * FED VAMC * VAF * GL VET ADM CO DV TRMA ALZ PEFP PTSD SMI * STU * TBS LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP FX * F43 * VAPN * FPSY SEMP SH VRS SPS ES,30.399267578184993,-91.06934574973822
3064,3160,Florida Parishes Human Servs Authority,Bogalusa Behavioral Health Clinic,400 Georgia Avenue,,Bogalusa,LA,70429,985-732-6610,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * MHC * CLF CMHG CSBG ITU MC MD MI OSF PI PCF SCJJ SF SI SMHA SWFS * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA PED PEFP PTSD SED SMI * STU * PEER * SMON * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR PRS CM SPS,0.0,0.0
3065,3161,Our Lady of the Angels Hospital,Behavioral Health Unit,433 Plaza Street,,Bogalusa,LA,70427,985-730-7156,985-730-7231,985-730-7152,,,SA MH SUMH * HI * IPSY * CHLOR HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT GT IDD TELE * WI * PVTN * FQHC * MC MD MI OSF PI SF SI VAF * PA * CO * STU * MST HBT HCT LABT * TCC * SMON * YAD ADLT * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * DEC FPSY CM SPS ES,30.762519754761904,-89.87878170401785
3066,3162,Southeast Louisiana VA HCS,VA Outpatient Clinic,512 Ontario Avenue,,Bogalusa,LA,70427,985-735-9029,,,,,MH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOR TRIFL NRT ANTPYCH * CBT GT IPT TELE * CIT * FED VAMC * VAF * GL VET ADM DV TRMA PTSD * STU * TBS * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY SEMP SH VRS SPS ES,30.762519754761904,-89.87878170401785
3067,3163,Red River Behavioral Center LLC,,2800 Melrose Avenue,,Bossier City,LA,71111,318-549-2033,,,,,MH SUMH * HI * PSY * FLUPH HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IPT AIM * CIT PEON * PVTP * MC MD MI PI SF VAF * SE ALZ PEFP * STU * HIVT STDT TBS MST LABT * HS * TCC * SMPD * ADLT SNR * AH * VPPD * PRS CM SPS,32.54464260945596,-93.70169005181347
3068,3164,Genesis Behavioral Hospital,,606 Latiolais Drive,,Breaux Bridge,LA,70517,337-442-6254,337-442-6254 x301,,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP LOXAP THIOR ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IPT AIM * CIT PEON WI * PVTP * MC MD PI SF * STU * TCC * SMPD * YAD ADLT SNR * VPPD,30.2777209063253,-91.87546424036144
3069,3165,Beacon Behavioral Hospital,,323 Evergreen Street,,Bunkie,LA,71322,318-346-3143,,,,,SA MH SUMH * HI * PSY * CHLOR FLUPH HALOP ARIPI BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * PVTP * MC MD MI PI SCJJ SF SI SMHA SWFS VAF * CO SMI * STU * MST LABT * PEER * TCC * SMPD * YAD ADLT SNR * AH * VPPD * CDM COOT DEC FPSY CM IPC SPS,30.937689082,-92.179088823
3070,3166,Behavioral Medicine Unit of Acadia,Saint Landry Hospital,810 South Broadway Street,,Church Point,LA,70525,337-684-4244,888-640-5433,,,,SA MH SUMH * HI OP PHDT * IPSY * CHLOR FLUPH HALOP PERPH THIOT ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IDD IPT TELE AIM * PEON * LCCG * MC MD PI SF * SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMPD * YAD ADLT SNR * AH * VPPD * CDM COOT DEC FPSY IMR CM IPC SPS ES,30.40152535577465,-92.21710201774648
3071,3167,Columbia Behavioral Health Clinic,,5159 Highway 4 East,,Columbia,LA,71418,318-649-2333,318-649-2333 x0,,,,SA MH SUMH * OP * OMH * NRT ANTPYCH * CBT GT IPT TELE AIM * STG * CMHG CSBG MC MD MI OSF PI SF * PA SS * TAY SE GL CJ CO HV TRMA ALZ PTSD SED SMI * STU * HIVT STDT TBS * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT PRS CM SPS,32.1282083215873,-92.08358439079365
3072,3168,Louisiana Behavioral Health Services,Cognitive Development Centers,6907 Old Highway 165 South,,Columbia,LA,71418,318-649-6399,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT FPSY ICM CM IPC SPS,32.1282083215873,-92.08358439079365
3073,3169,CHRISTUS Coushatta Healthcare Ctr,,1635 Marvel Street,,Coushatta,LA,71019,318-932-2276,,,,,MH SUMH * OP PHDT * PH * HALOP ANTPYCH * GT IPT * PVTN * MC SI * SE ALZ * SMON * SNR * VAPN * CM,32.04526148499052,-93.2944086047819
3074,3170,Crowley Behavioral Health Clinic,,1822 West 2nd Street,,Crowley,LA,70526,337-788-7511,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON WI * STG * CMHG CSBG MC MD MI PI SEF SF SI * PA SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * STU * HIVT STDT TBS * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY SPS,30.213496163368422,-92.37369694421054
3075,3171,Genesis Outpatient Services,Crowley,318 East Park Street,,Crowley,LA,70526,337-788-3600,,,,,SA MH SUMH * OP PHDT * OMH * CHLOR HALOP LOXAP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT GT IPT TELE AIM * CIT PEON * PVTP * MC MD PI SF * SMPD * YAD ADLT SNR * VPPD,30.213496163368422,-92.37369694421054
3076,3172,Delhi Community Health Center,,501 Broadway Street,,Delhi,LA,71232,318-878-8656,,,,,SA MH SUMH * OP * OMH * NRT NSC * CBT CFT DBT EMDR GT IDD IPT TELE * WI * FED * FQHC * CLF CMHG CSBG ITU MC MD OSF PI SCJJ SF SI SMHA SWFS VAF * SS * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY CM IPC SPS ES,32.430821494505494,-91.51717481373626
3077,3173,DeQuincy Memorial Hospital,,110 West 4th Street,,Dequincy,LA,70633,337-786-1200,,,,,MH * HI * IPSY * CHLOR FLUPH HALOP PERPH PROCH THIOR ARIPI CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CFT GT IPT * PEON * PVTP * MC MD PI SF * SE VET ALZ PEFP PTSD * STU * HIVT STDT MST LABT * TCC * SMPD * ADLT SNR * VPPD * CDM FPSY CM IPC SPS ES,30.449071980968856,-93.41802741453287
3078,3174,Imperial Calcasieu Human Services,Authority Beauregard Parish,106 West Port Street,,Deridder,LA,70634,337-462-1641,,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * STG * ITU MC MD MI PI SF SI SMHA * SS * TAY SE CO TRMA SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT CM,30.820620675330925,-93.25799857087846
3079,3175,Oceans Behavioral Hospital,DeRidder,1420 Blankenship Drive,,Deridder,LA,70634,337-460-9472,,,,,SA MH SUMH * HI OP * PSY * CHLOR HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT GT IPT TELE AIM * PVTP * MC MD MI PI SF VAF * SE ALZ * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMPD * ADLT SNR * AH * VPPD * IPC SPS,30.820620675330925,-93.25799857087846
3080,3176,Rehab of SW LA LLC,DeRidder,1014 North Pine Street,,Deridder,LA,70634,337-463-4020,,,,,MH SUMH * OP * CMHC * ANTPYCH * IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL CO DV TRMA PEFP PTSD SED SMI * SMPD * CHLD YAD ADLT SNR * VPPD * PRS CM SPS,30.820620675330925,-93.25799857087846
3081,3177,Capital Area Human Services,Donaldsonville Mental Health,901 Catalpa Street,,Donaldsonville,LA,70346,225-621-5770,,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SF * SS * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * AOT CDM COOT DEC FPSY IMR PRS CM SPS,30.10440517549669,-90.99942787715233
3082,3178,Intuitive Solutions Csl and Recov LLC,,201 West Bayou Street,,Farmerville,LA,71241,318-368-3363,,,,,SA MH * OP * OMH * CBT CFT DBT EMDR GT IDD IPT TELE * PVTP * MHC * MD PI SF * SS * CO TRMA PTSD * STU * TCC * SMOP * CHLD YAD ADLT SNR * VAPP * COOT FPSY SPS,32.73066325697479,-92.30314122991597
3083,3179,Louisiana Behavioral Health Services,Cognitive Development Centers,1117 Marion Highway 33,,Farmerville,LA,71241,318-368-2300,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT FPSY ICM CM IPC SPS,32.73066325697479,-92.30314122991597
3084,3180,Union General Hospital,Intensive Outpatient Program (IOP),901 James Avenue,,Farmerville,LA,71241,318-368-4748,,,,,MH * OP * OMH * CBT CFT DBT GT IPT TELE * PVTN * MC * SE * STU * SMPD * ADLT SNR * AH * VAPN * CM IPC ES,32.73066325697479,-92.30314122991597
3085,3181,People United of Louisiana,,128 Louisiana Avenue,,Ferriday,LA,71334,318-437-7157,,,,,SA MH SUMH * OP * OMH * NRT NSC * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF * PVTN * MD SF * TAY SE GL CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * STU * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * VAPN * ACT CDM COOT DEC FPSY ICM IMR PRS SEMP SH TPC VRS CM IPC SPS ES,31.6442179205298,-91.54551808609271
3086,3182,Capital Area Human Services,Ascension Behavioral Health,1056 East Worthey Street,Suite B,Gonzales,LA,70737,225-621-5770,,,,,MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IPT TELE AIM * CIT PEON PEOFF WI * STG * CMHG MC MD MI PI SF * SS * STU * MST LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * AOT CDM COOT DEC FPSY IMR PRS CM SPS,30.23668947167005,-90.9211477178499
3087,3183,Louisiana Behavioral Health Services,Cognitive Development Centers,524 South Burnside Avenue,,Gonzales,LA,70737,225-257-4677,,,,,SA MH SUMH * OP * OMH * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTP * MD * TAY SE GL VET ADM MF CO DV TRMA TBI PED PEFP PTSD SED SMI * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * AOT COOT FPSY ICM CM IPC SPS,30.23668947167005,-90.9211477178499
3088,3184,Florida Parishes Human Servs Authority,Rosenblum Behavioral Health Clinic,835 Pride Drive,Suite B,Hammond,LA,70401,985-543-4730,,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP THIOT ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PEON WI * STG * CLF CMHG CSBG FG MC MD MI OSF PI SF SI SMHA * PA SS * TAY SE CJ CO TRMA PEFP PTSD SED SMI * STU * TBS * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * AOT CDM DEC FPSY IMR PRS SEMP SH CM IPC SPS,30.517539546781116,-90.4744811248927
3089,3185,Southeast Louisiana VA HCS,Hammond VA Clinic,1131 South Morrison Boulevard,,Hammond,LA,70403,985-902-5100,,,,,SA MH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOR TRIFL NRT ANTPYCH * CBT GT IPT TELE * CIT * FED VAMC * VAF * GL VET ADM CO DV TRMA PTSD * STU * TBS * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY SEMP SH VRS SPS ES,30.48479130706522,-90.48200425887681
3090,3186,NAMI New Orleans,Westbank,2051 8th Street,,Harvey,LA,70058,504-368-1944,,,,,MH * OP PHDT * OMH * HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT DBT GT IDD IPT AIM * CIT PEON PEOFF * PVTN * MC MD SF SMHA * SMI * MST * HS PEER * SMPD * YAD ADLT SNR * VAPP * FPSY ICM IMR PRS SH CM SPS ES,29.871734441441642,-90.06579548484099
3091,3187,Compass Behavioral Center,Houma,4701 West Park Avenue,,Houma,LA,70364,985-876-1715,337-269-7170,,,,SA MH SUMH * HI * PSY * HALOP OLANZ NRT NSC ANTPYCH * AT GT IDD IPT TELE AIM * PVTP * ITU MC MD MI PI SF SI SMHA VAF * STU * MST LABT * TCC * SMPD * ADLT SNR * VPPD * SPS,29.631112605177112,-90.7206783386921
3092,3188,Leonard J Chabert Medical Center,Behavioral Health,1978 Industrial Boulevard,,Houma,LA,70363,985-873-2200,985-873-5111,985-873-5189,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PROCH NRT NSC ANTPYCH * AT CBT DBT GT IDD IPT TELE AIM * WI * PVTN * MC MD MI PI SF SI * GL CO PTSD SMI * STU * MST LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT CDM DEC FPSY IMR CM IPC SPS,29.56087777006369,-90.68846252420383
3093,3189,Southeast Louisiana VA HCS,Houma VA Clinic,6433 West Park Avenue,,Houma,LA,70364,985-851-0188,,,,,MH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOR TRIFL NRT ANTPYCH * CBT GT IPT TELE * CIT WI * FED VAMC * VAF * SE GL VET ADM DV TRMA ALZ PTSD SMI * STU * TBS LABT * HS * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM DEC FPSY SEMP SH VRS IPC SPS ES,29.631112605177112,-90.7206783386921
3094,3190,Terrebonne Behavioral Health Center,,5599 Highway 311,,Houma,LA,70360,985-857-3615,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PEON WI * LCCG * CMHG * PA SS * GL CO SED SMI * STU * HIVT TBS MST HCT LABT * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS ES,29.597427902509654,-90.75154836872588
