index,Measure,12+,12-17,18-25,26+,18+,states
760,Received Mental Health Services11,0,0,102,581,683,Kentucky
761,"Major Depressive Episode4,12",0,68,97,211,308,Kentucky
762,Had Serious Thoughts of Suicide,0,0,60,118,178,Kentucky
763,Made Any Suicide Plans,0,0,22,23,45,Kentucky
764,Attempted Suicide,0,0,11,10,22,Kentucky
766,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",372.0,25.0,82.0,265.0,348.0,Kentucky
767,"Pain Reliever Use Disorder1,3",122.0,3.0,5.0,113.0,119.0,Kentucky
768,"Opioid Use Disorder1,3,4",128.0,3.0,6.0,118.0,124.0,Kentucky
769,Alcohol Use Disorder1,331.0,13.0,64.0,254.0,318.0,Kentucky
770,"Substance Use Disorder1,2",615.0,26.0,123.0,465.0,589.0,Kentucky
771,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",247.0,21.0,74.0,152.0,226.0,Kentucky
772,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,323.0,11.0,63.0,249.0,312.0,Kentucky
773,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",465.0,22.0,107.0,337.0,443.0,Kentucky
775,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",550,28,137,385,522,Louisiana
776,Marijuana Use in the Past Year,727,46,189,492,681,Louisiana
777,Marijuana Use in the Past Month,497,28,133,336,469,Louisiana
778,Perceptions of Great Risk from Smoking Marijuana Once a Month,896,106,55,735,790,Louisiana
780,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",42,13,20,9,29,Louisiana
781,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",140,8,16,116,132,Louisiana
782,Cocaine Use in the Past Year,66,1,12,53,65,Louisiana
783,Perceptions of Great Risk from Using Cocaine Once a Month,"2,707",209,295,"2,203","2,498",Louisiana
784,Heroin Use in the Past Year5,0,0,1,20,22,Louisiana
785,Perceptions of Great Risk from Trying Heroin Once or Twice,"3,237",236,358,"2,643","3,001",Louisiana
786,Methamphetamine Use in the Past Year,49,0,1,48,49,Louisiana
787,Prescription Pain Reliever Misuse in the Past Year2,143,9,15,119,134,Louisiana
788,"Opioid Misuse in the Past Year2,6",156,9,15,133,147,Louisiana
790,ALCOHOL Alcohol Use in the Past Month,"1,681",26,215,"1,440","1,655",Louisiana
791,Binge Alcohol Use in the Past Month7,900,15,129,756,885,Louisiana
793,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"1,791",170,189,"1,432","1,621",Louisiana
794,Alcohol Use in the Past Month8 (People Aged 12 to 20),76,0,0,0,0,Louisiana
795,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",45,0,0,0,0,Louisiana
797,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"1,044",11,85,947,"1,033",Louisiana
798,Cigarette Use in the Past Month,771,5,51,716,767,Louisiana
799,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"2,509",233,303,"1,973","2,276",Louisiana
801,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,139,673,812,Louisiana
802,"Serious Mental Illness4,10",0,0,46,156,202,Louisiana
803,Received Mental Health Services11,0,0,87,488,575,Louisiana
804,"Major Depressive Episode4,12",0,65,67,212,280,Louisiana
805,Had Serious Thoughts of Suicide,0,0,50,113,164,Louisiana
806,Made Any Suicide Plans,0,0,29,25,53,Louisiana
807,Attempted Suicide,0,0,13,20,33,Louisiana
809,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",396.0,34.0,80.0,281.0,361.0,Louisiana
810,"Pain Reliever Use Disorder1,3",104.0,4.0,6.0,94.0,100.0,Louisiana
811,"Opioid Use Disorder1,3,4",114.0,4.0,7.0,104.0,110.0,Louisiana
812,Alcohol Use Disorder1,399.0,10.0,61.0,328.0,389.0,Louisiana
813,"Substance Use Disorder1,2",698.0,40.0,120.0,537.0,657.0,Louisiana
814,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",316.0,27.0,71.0,218.0,289.0,Louisiana
815,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,398.0,10.0,60.0,327.0,387.0,Louisiana
816,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",607.0,34.0,112.0,461.0,573.0,Louisiana
818,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",241,8,37,195,232,Maine
819,Marijuana Use in the Past Year,298,11,51,236,287,Maine
820,Marijuana Use in the Past Month,222,8,36,179,214,Maine
821,Perceptions of Great Risk from Smoking Marijuana Once a Month,192,16,8,168,176,Maine
823,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",14,4,6,5,11,Maine
824,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",35,2,5,28,33,Maine
825,Cocaine Use in the Past Year,23,0,4,18,23,Maine
826,Perceptions of Great Risk from Using Cocaine Once a Month,759,48,64,648,711,Maine
827,Heroin Use in the Past Year5,0,0,0,6,7,Maine
828,Perceptions of Great Risk from Trying Heroin Once or Twice,988,54,93,841,934,Maine
829,Methamphetamine Use in the Past Year,10,0,1,9,10,Maine
830,Prescription Pain Reliever Misuse in the Past Year2,32,1,3,27,30,Maine
831,"Opioid Misuse in the Past Year2,6",38,1,3,33,36,Maine
833,ALCOHOL Alcohol Use in the Past Month,590,7,70,512,583,Maine
834,Binge Alcohol Use in the Past Month7,212,3,37,172,209,Maine
836,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,452,36,35,382,416,Maine
837,Alcohol Use in the Past Month8 (People Aged 12 to 20),25,0,0,0,0,Maine
838,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",11,0,0,0,0,Maine
840,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,253,3,28,222,250,Maine
841,Cigarette Use in the Past Month,226,2,17,207,224,Maine
842,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,783,60,79,644,723,Maine
844,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,43,215,258,Maine
845,"Serious Mental Illness4,10",0,0,14,44,59,Maine
846,Received Mental Health Services11,0,0,34,214,248,Maine
847,"Major Depressive Episode4,12",0,19,24,73,97,Maine
848,Had Serious Thoughts of Suicide,0,0,17,31,47,Maine
849,Made Any Suicide Plans,0,0,5,5,9,Maine
850,Attempted Suicide,0,0,2,2,5,Maine
852,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",112.0,7.0,22.0,84.0,105.0,Maine
853,"Pain Reliever Use Disorder1,3",23.0,1.0,1.0,21.0,22.0,Maine
854,"Opioid Use Disorder1,3,4",25.0,1.0,1.0,23.0,24.0,Maine
855,Alcohol Use Disorder1,124.0,3.0,17.0,104.0,121.0,Maine
856,"Substance Use Disorder1,2",200.0,8.0,32.0,160.0,192.0,Maine
857,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",78.0,6.0,20.0,52.0,72.0,Maine
858,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,118.0,3.0,17.0,98.0,115.0,Maine
859,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",169.0,7.0,28.0,134.0,162.0,Maine
861,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",768,34,166,569,735,Maryland
862,Marijuana Use in the Past Year,988,50,230,708,938,Maryland
863,Marijuana Use in the Past Month,724,24,162,538,700,Maryland
864,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,093",103,65,925,990,Maryland
866,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",61,22,25,13,38,Maryland
867,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",169,9,25,134,160,Maryland
868,Cocaine Use in the Past Year,115,0,19,96,115,Maryland
869,Perceptions of Great Risk from Using Cocaine Once a Month,"3,338",233,335,"2,771","3,105",Maryland
870,Heroin Use in the Past Year5,0,0,2,43,45,Maryland
871,Perceptions of Great Risk from Trying Heroin Once or Twice,"4,230",281,456,"3,493","3,949",Maryland
872,Methamphetamine Use in the Past Year,28,1,1,26,27,Maryland
873,Prescription Pain Reliever Misuse in the Past Year2,185,12,20,154,173,Maryland
874,"Opioid Misuse in the Past Year2,6",188,12,18,158,177,Maryland
876,ALCOHOL Alcohol Use in the Past Month,"2,599",25,289,"2,285","2,574",Maryland
877,Binge Alcohol Use in the Past Month7,"1,158",14,184,960,"1,144",Maryland
879,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"2,307",212,224,"1,870","2,095",Maryland
880,Alcohol Use in the Past Month8 (People Aged 12 to 20),92,0,0,0,0,Maryland
881,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",58,0,0,0,0,Maryland
883,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,846,11,87,748,836,Maryland
884,Cigarette Use in the Past Month,701,3,70,628,698,Maryland
885,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"3,801",298,395,"3,108","3,503",Maryland
887,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,203,886,"1,089",Maryland
888,"Serious Mental Illness4,10",0,0,68,139,207,Maryland
889,Received Mental Health Services11,0,0,131,738,870,Maryland
890,"Major Depressive Episode4,12",0,93,118,254,372,Maryland
891,Had Serious Thoughts of Suicide,0,0,79,118,197,Maryland
892,Made Any Suicide Plans,0,0,34,22,56,Maryland
893,Attempted Suicide,0,0,15,8,24,Maryland
895,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",480.0,30.0,123.0,326.0,449.0,Maryland
896,"Pain Reliever Use Disorder1,3",88.0,6.0,8.0,74.0,82.0,Maryland
897,"Opioid Use Disorder1,3,4",102.0,6.0,7.0,90.0,97.0,Maryland
898,Alcohol Use Disorder1,578.0,14.0,105.0,458.0,564.0,Maryland
899,"Substance Use Disorder1,2",922.0,38.0,173.0,711.0,884.0,Maryland
900,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",374.0,26.0,111.0,237.0,348.0,Maryland
901,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,550.0,12.0,104.0,435.0,538.0,Maryland
902,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",783.0,33.0,170.0,579.0,750.0,Maryland
904,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","1,102",42,237,823,"1,060",Massachusetts
905,Marijuana Use in the Past Year,"1,552",58,335,"1,158","1,494",Massachusetts
906,Marijuana Use in the Past Month,"1,041",32,216,792,"1,009",Massachusetts
907,Perceptions of Great Risk from Smoking Marijuana Once a Month,911,100,76,736,812,Massachusetts
909,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",101,15,48,37,86,Massachusetts
910,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",212,8,40,165,204,Massachusetts
911,Cocaine Use in the Past Year,133,0,35,97,133,Massachusetts
912,Perceptions of Great Risk from Using Cocaine Once a Month,"3,909",234,435,"3,240","3,675",Massachusetts
913,Heroin Use in the Past Year5,0,0,1,28,29,Massachusetts
914,Perceptions of Great Risk from Trying Heroin Once or Twice,"5,020",284,627,"4,109","4,736",Massachusetts
915,Methamphetamine Use in the Past Year,33,0,4,29,33,Massachusetts
916,Prescription Pain Reliever Misuse in the Past Year2,193,9,24,160,184,Massachusetts
917,"Opioid Misuse in the Past Year2,6",199,9,24,167,191,Massachusetts
919,ALCOHOL Alcohol Use in the Past Month,"3,146",36,458,"2,652","3,110",Massachusetts
920,Binge Alcohol Use in the Past Month7,"1,297",20,254,"1,023","1,277",Massachusetts
922,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"2,401",172,275,"1,954","2,229",Massachusetts
923,Alcohol Use in the Past Month8 (People Aged 12 to 20),169,0,0,0,0,Massachusetts
924,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",89,0,0,0,0,Massachusetts
926,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,957,14,95,848,943,Massachusetts
927,Cigarette Use in the Past Month,886,7,79,800,879,Massachusetts
928,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"4,414",356,552,"3,506","4,058",Massachusetts
930,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,269,999,"1,268",Massachusetts
931,"Serious Mental Illness4,10",0,0,90,177,267,Massachusetts
932,Received Mental Health Services11,0,0,166,905,"1,071",Massachusetts
933,"Major Depressive Episode4,12",0,96,142,303,445,Massachusetts
934,Had Serious Thoughts of Suicide,0,0,93,130,223,Massachusetts
935,Made Any Suicide Plans,0,0,37,32,69,Massachusetts
936,Attempted Suicide,0,0,16,4,19,Massachusetts
938,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",509,38.0,142.0,329.0,471.0,Massachusetts
939,"Pain Reliever Use Disorder1,3",97,4.0,9.0,84.0,93.0,Massachusetts
940,"Opioid Use Disorder1,3,4",96,4.0,9.0,83.0,92.0,Massachusetts
941,Alcohol Use Disorder1,660,15.0,135.0,510.0,645.0,Massachusetts
942,"Substance Use Disorder1,2","1,036",48.0,209.0,779.0,988.0,Massachusetts
943,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",397,30.0,132.0,235.0,367.0,Massachusetts
944,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,676,14.0,134.0,528.0,662.0,Massachusetts
945,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","1,008",37.0,215.0,756.0,971.0,Massachusetts
947,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","1,627",72,333,"1,223","1,556",Michigan
948,Marijuana Use in the Past Year,"2,118",106,451,"1,562","2,012",Michigan
949,Marijuana Use in the Past Month,"1,570",66,327,"1,177","1,504",Michigan
950,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,364",137,80,"1,147","1,227",Michigan
952,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",110,30,53,26,79,Michigan
953,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",238,12,41,185,226,Michigan
954,Cocaine Use in the Past Year,129,0,28,100,129,Michigan
955,Perceptions of Great Risk from Using Cocaine Once a Month,"5,605",378,609,"4,619","5,228",Michigan
956,Heroin Use in the Past Year5,0,0,1,16,17,Michigan
957,Perceptions of Great Risk from Trying Heroin Once or Twice,"6,898",447,807,"5,644","6,451",Michigan
958,Methamphetamine Use in the Past Year,47,0,4,43,47,Michigan
959,Prescription Pain Reliever Misuse in the Past Year2,230,13,28,189,217,Michigan
960,"Opioid Misuse in the Past Year2,6",242,14,27,201,228,Michigan
962,ALCOHOL Alcohol Use in the Past Month,"4,360",57,562,"3,740","4,303",Michigan
963,Binge Alcohol Use in the Past Month7,"1,977",30,329,"1,618","1,947",Michigan
965,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"3,476",295,354,"2,826","3,181",Michigan
966,Alcohol Use in the Past Month8 (People Aged 12 to 20),193,0,0,0,0,Michigan
967,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",106,0,0,0,0,Michigan
969,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"1,881",21,199,"1,661","1,860",Michigan
970,Cigarette Use in the Past Month,"1,448",8,128,"1,312","1,440",Michigan
971,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"5,719",491,699,"4,529","5,228",Michigan
973,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,376,"1,322","1,698",Michigan
974,"Serious Mental Illness4,10",0,0,135,288,423,Michigan
975,Received Mental Health Services11,0,0,223,"1,107","1,331",Michigan
976,"Major Depressive Episode4,12",0,137,203,409,612,Michigan
977,Had Serious Thoughts of Suicide,0,0,145,262,407,Michigan
978,Made Any Suicide Plans,0,0,64,52,115,Michigan
979,Attempted Suicide,0,0,26,19,45,Michigan
981,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",741,57.0,177.0,507,684,Michigan
982,"Pain Reliever Use Disorder1,3",156,7.0,12.0,137,149,Michigan
983,"Opioid Use Disorder1,3,4",174,7.0,13.0,154,167,Michigan
984,Alcohol Use Disorder1,850,22.0,163.0,665,828,Michigan
985,"Substance Use Disorder1,2","1,456",66.0,284.0,"1,106","1,390",Michigan
986,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",612,47.0,161.0,404,565,Michigan
987,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,856,20.0,157.0,678,835,Michigan
988,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","1,297",58.0,268.0,970,"1,238",Michigan
990,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","8,662",420,"1,852","6,390","8,242",Midwest
991,Marijuana Use in the Past Year,"11,481",614,"2,627","8,239","10,866",Midwest
992,Marijuana Use in the Past Month,"8,003",379,"1,831","5,793","7,624",Midwest
993,Perceptions of Great Risk from Smoking Marijuana Once a Month,"10,759","1,118",707,"8,934","9,641",Midwest
995,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",720,219,334,167,501,Midwest
996,"Illicit Drug Use Other Than Marijuana in the Past Month1,2","1,718",104,299,"1,315","1,614",Midwest
997,Cocaine Use in the Past Year,"1,005",6,233,766,999,Midwest
998,Perceptions of Great Risk from Using Cocaine Once a Month,"38,015","2,700","4,116","31,199","35,316",Midwest
999,Heroin Use in the Past Year5,0,0,14,188,202,Midwest
1000,Perceptions of Great Risk from Trying Heroin Once or Twice,"47,254","3,178","5,494","38,582","44,076",Midwest
1001,Methamphetamine Use in the Past Year,502,11,33,458,492,Midwest
1002,Prescription Pain Reliever Misuse in the Past Year2,"1,762",102,192,"1,468","1,660",Midwest
1003,"Opioid Misuse in the Past Year2,6","1,833",103,207,"1,523","1,730",Midwest
1005,ALCOHOL Alcohol Use in the Past Month,"29,303",441,"3,875","24,987","28,861",Midwest
1006,Binge Alcohol Use in the Past Month7,"13,487",232,"2,328","10,926","13,255",Midwest
1008,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"23,491","2,198","2,424","18,870","21,293",Midwest
1009,Alcohol Use in the Past Month8 (People Aged 12 to 20),"1,356",0,0,0,0,Midwest
1010,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",726,0,0,0,0,Midwest
1012,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"13,127",177,"1,362","11,588","12,950",Midwest
1013,Cigarette Use in the Past Month,"10,329",98,955,"9,275","10,230",Midwest
1014,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"38,036","3,435","4,476","30,124","34,601",Midwest
1016,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,"2,489","9,792","12,281",Midwest
1017,"Serious Mental Illness4,10",0,0,822,"2,145","2,967",Midwest
1018,Received Mental Health Services11,0,0,"1,549","8,218","9,767",Midwest
1019,"Major Depressive Episode4,12",0,"1,165","1,314","3,170","4,484",Midwest
1020,Had Serious Thoughts of Suicide,0,0,958,"1,756","2,714",Midwest
1021,Made Any Suicide Plans,0,0,359,353,712,Midwest
1022,Attempted Suicide,0,0,170,144,314,Midwest
1024,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2","5,284",414.0,"1,209","3,661","4,870",Midwest
1025,"Pain Reliever Use Disorder1,3","1,037",54.0,77,906,983,Midwest
1026,"Opioid Use Disorder1,3,4","1,176",54.0,78,"1,045","1,123",Midwest
1027,Alcohol Use Disorder1,"6,082",194.0,"1,083","4,805","5,888",Midwest
1028,"Substance Use Disorder1,2","10,013",513.0,"1,904","7,596","9,499",Midwest
1029,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7","4,164",341.0,"1,108","2,715","3,823",Midwest
1030,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,"5,847",196.0,"1,053","4,598","5,651",Midwest
1031,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","8,767",428.0,"1,779","6,560","8,339",Midwest
1033,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",672,37,160,475,635,Minnesota
1034,Marijuana Use in the Past Year,893,55,220,618,837,Minnesota
1035,Marijuana Use in the Past Month,618,27,161,431,591,Minnesota
1036,Perceptions of Great Risk from Smoking Marijuana Once a Month,757,81,50,626,676,Minnesota
1038,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",65,19,31,16,47,Minnesota
1039,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",119,10,23,86,108,Minnesota
1040,Cocaine Use in the Past Year,98,0,23,75,97,Minnesota
1041,Perceptions of Great Risk from Using Cocaine Once a Month,"2,764",236,279,"2,249","2,528",Minnesota
1042,Heroin Use in the Past Year5,0,0,1,17,18,Minnesota
1043,Perceptions of Great Risk from Trying Heroin Once or Twice,"3,801",276,408,"3,117","3,524",Minnesota
1044,Methamphetamine Use in the Past Year,37,1,4,31,35,Minnesota
1045,Prescription Pain Reliever Misuse in the Past Year2,136,9,15,112,127,Minnesota
1046,"Opioid Misuse in the Past Year2,6",135,9,18,108,126,Minnesota
1048,ALCOHOL Alcohol Use in the Past Month,"2,547",33,320,"2,194","2,514",Minnesota
1049,Binge Alcohol Use in the Past Month7,"1,160",17,190,953,"1,143",Minnesota
1051,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"1,915",194,188,"1,533","1,721",Minnesota
1052,Alcohol Use in the Past Month8 (People Aged 12 to 20),123,0,0,0,0,Minnesota
1053,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",69,0,0,0,0,Minnesota
1055,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,945,18,117,810,927,Minnesota
1056,Cigarette Use in the Past Month,797,10,69,718,788,Minnesota
1057,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"3,130",320,331,"2,479","2,810",Minnesota
1059,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,203,878,"1,081",Minnesota
1060,"Serious Mental Illness4,10",0,0,66,172,238,Minnesota
1061,Received Mental Health Services11,0,0,143,843,986,Minnesota
1062,"Major Depressive Episode4,12",0,95,104,262,366,Minnesota
1063,Had Serious Thoughts of Suicide,0,0,76,139,215,Minnesota
1064,Made Any Suicide Plans,0,0,21,26,47,Minnesota
1065,Attempted Suicide,0,0,11,10,20,Minnesota
1067,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",416.0,36.0,106.0,275.0,381.0,Minnesota
1068,"Pain Reliever Use Disorder1,3",62.0,5.0,6.0,51.0,57.0,Minnesota
1069,"Opioid Use Disorder1,3,4",72.0,5.0,5.0,63.0,67.0,Minnesota
1070,Alcohol Use Disorder1,529.0,19.0,91.0,419.0,510.0,Minnesota
1071,"Substance Use Disorder1,2",821.0,45.0,154.0,622.0,776.0,Minnesota
1072,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",334.0,26.0,97.0,210.0,307.0,Minnesota
1073,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,499.0,17.0,86.0,396.0,482.0,Minnesota
1074,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",705.0,33.0,141.0,532.0,673.0,Minnesota
1076,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",325,19,76,229,306,Mississippi
1077,Marijuana Use in the Past Year,383,28,108,246,354,Mississippi
1078,Marijuana Use in the Past Month,291,19,76,196,272,Mississippi
1079,Perceptions of Great Risk from Smoking Marijuana Once a Month,646,83,33,529,563,Mississippi
1081,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",24,8,13,3,16,Mississippi
1082,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",75,5,8,61,69,Mississippi
1083,Cocaine Use in the Past Year,41,0,8,32,40,Mississippi
1084,Perceptions of Great Risk from Using Cocaine Once a Month,"1,804",133,194,"1,477","1,671",Mississippi
1085,Heroin Use in the Past Year5,0,0,1,14,15,Mississippi
1086,Perceptions of Great Risk from Trying Heroin Once or Twice,"2,053",158,233,"1,662","1,895",Mississippi
1087,Methamphetamine Use in the Past Year,42,0,1,40,41,Mississippi
1088,Prescription Pain Reliever Misuse in the Past Year2,81,4,9,67,76,Mississippi
1089,"Opioid Misuse in the Past Year2,6",89,4,9,76,85,Mississippi
1091,ALCOHOL Alcohol Use in the Past Month,911,13,134,764,898,Mississippi
1092,Binge Alcohol Use in the Past Month7,481,7,77,397,474,Mississippi
1094,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"1,172",119,129,924,"1,053",Mississippi
1095,Alcohol Use in the Past Month8 (People Aged 12 to 20),32,0,0,0,0,Mississippi
1096,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",18,0,0,0,0,Mississippi
1098,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,623,7,59,556,615,Mississippi
1099,Cigarette Use in the Past Month,446,2,35,410,444,Mississippi
1100,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"1,570",151,178,"1,240","1,418",Mississippi
1102,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,87,395,482,Mississippi
1103,"Serious Mental Illness4,10",0,0,32,98,130,Mississippi
1104,Received Mental Health Services11,0,0,51,273,323,Mississippi
1105,"Major Depressive Episode4,12",0,42,46,112,158,Mississippi
1106,Had Serious Thoughts of Suicide,0,0,37,64,101,Mississippi
1107,Made Any Suicide Plans,0,0,14,12,26,Mississippi
1108,Attempted Suicide,0,0,9,11,20,Mississippi
1110,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",224.0,17.0,47.0,160.0,207.0,Mississippi
1111,"Pain Reliever Use Disorder1,3",58.0,3.0,4.0,52.0,56.0,Mississippi
1112,"Opioid Use Disorder1,3,4",73.0,3.0,5.0,66.0,71.0,Mississippi
1113,Alcohol Use Disorder1,225.0,8.0,43.0,174.0,217.0,Mississippi
1114,"Substance Use Disorder1,2",403.0,19.0,80.0,303.0,384.0,Mississippi
1115,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",169.0,14.0,42.0,113.0,155.0,Mississippi
1116,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,232.0,8.0,42.0,182.0,224.0,Mississippi
1117,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",347.0,17.0,73.0,256.0,329.0,Mississippi
1119,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",759,35,156,568,724,Missouri
1120,Marijuana Use in the Past Year,963,50,223,690,913,Missouri
1121,Marijuana Use in the Past Month,742,35,161,546,707,Missouri
1122,Perceptions of Great Risk from Smoking Marijuana Once a Month,914,86,49,778,828,Missouri
1124,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",65,21,29,15,44,Missouri
1125,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",151,9,24,118,142,Missouri
1126,Cocaine Use in the Past Year,87,2,20,66,86,Missouri
1127,Perceptions of Great Risk from Using Cocaine Once a Month,"3,442",243,367,"2,831","3,199",Missouri
1128,Heroin Use in the Past Year5,0,0,2,23,25,Missouri
1129,Perceptions of Great Risk from Trying Heroin Once or Twice,"4,245",277,484,"3,484","3,968",Missouri
